<mention> <total_count> <total_unique_doc_count>
space	206710	115850
Southern	205259	127716
Team	203629	105939
western	201276	161645
tournament	201099	94186
court	199185	116538
contract	191554	115597
states	189487	128014
Queen	188571	107241
market	187236	113786
Prince	187190	88193
primary	186324	138910
Scotland	183104	86904
closed	182645	132164
Democratic	182058	90421
management	181649	113087
Massachusetts	180131	75431
matches	179687	97324
listing	179638	167573
bass	179219	105409
child	178172	119971
attack	175778	110467
footballer	175576	127257
Congress	175519	90587
engine	175204	66832
Centre	173267	101861
manager	173202	108617
Tour	170851	62788
commercial	170844	129599
recording	170722	108009
Rock	168963	91960
senior	168758	127608
centre	168291	116100
lower	165155	128114
Asia	165096	106221
championship	164269	94418
Islands	157638	77839
races	157278	75245
label	156630	94219
university	156611	87897
Iran	155431	99617
background	152845	83188
stories	151090	94370
union	148857	66010
complex	146421	100058
Korea	143730	62794
newspaper	143256	90829
train	141191	77677
software	140928	55847
actress	137953	89694
Post	137626	100672
Corporation	136460	87010
passed	136424	110596
fiction	135951	79849
Earth	134861	65416
Republican	134651	59313
federal	134203	77758
specific	133189	103717
Premier	131953	64731
Country	131653	77994
Junior	130035	67476
voice	128783	79474
assistant	128388	91910
Korean	128342	46069
Elizabeth	127484	81375
managed	127196	107660
function	126640	68004
metal	125021	67527
Representatives	124762	61821
Justice	122287	68151
Background	121132	115750
paper	118788	70974
And	117777	88746
 	116649	116331
association	113626	89285
sport	112686	77907
pop	112465	73272
produce	112364	91302
novels	112281	60008
organized	111594	90586
Stephen	111165	76155
Supreme	110584	54097
Kentucky	108076	39870
Liberal	107643	46589
Production	106800	88514
cricket	106300	44165
racing	106260	50833
Professional	104787	79458
engineer	104530	70255
contemporary	104398	83973
activity	104184	77302
forward	102700	82197
conference	100938	61340
models	100593	56977
press	97361	75627
lyrics	96876	61559
Basketball	96651	44672
nation	94406	73825
Player	94158	61660
captain	93930	66971
soccer	93035	44928
NFL	92950	34645
competitions	92811	72113
environment	92258	69910
pass	90759	63066
trains	90226	40846
cancer	88629	45455
Local	88255	62450
Players	87714	67749
NCAA	87583	39447
daily	86465	67953
Dance	85538	45427
publications	85484	71324
coaches	84732	40575
bands	83424	54118
junior	82435	61702
deep	82305	67911
images	81771	57412
alternative	80857	67505
singers	79615	49834
exchange	79397	57871
journal	78638	48564
fighting	78001	59379
managers	77514	33095
safety	77318	53790
producing	76884	65970
Soccer	76730	29621
rail	76724	44651
representative	76331	65621
passes	75815	51983
Male	75440	59966
cricketers	74384	26289
confirmed	74071	62106
passenger	72884	44033
singing	72657	50823
southwest	72102	61155
domestic	70728	55226
defense	70150	49304
fashion	70066	43319
Nelson	69794	37953
stock	69622	45479
electronic	69525	47388
combat	69270	45366
economy	69102	49970
Daily	68889	47205
Blues	68315	34261
passing	68160	55242
Iraq	67843	29105
headed	67786	56788
backing	67449	37919
publishing	67244	48256
Race	67123	35020
composition	66459	48917
Jazz	66242	28503
Elementary	65980	25790
racial	65901	49864
Assistant	65257	43464
Racing	64775	29761
engines	64666	31447
Cricket	64593	28355
Primary	64545	33911
weekly	64292	49148
newspapers	63815	44370
reality	63672	46537
Crown	62951	39321
Delhi	62485	27348
entertainment	61521	48302
colleges	60626	37316
Donald	58994	39842
producers	58976	46845
railroad	58792	33939
pro	58456	43393
defensive	58426	35428
Disney	57677	21670
Z	57658	33833
Indians	57366	30341
organ	57102	33465
passengers	56570	34176
journals	56161	31535
vocal	55568	38870
classification	55326	32921
photo	55118	40628
fictional	54894	44851
Model	54806	27508
genre	54475	39154
movies	54441	41352
print	54285	42224
Iranian	53127	20273
locomotives	53028	11668
photos	52935	43647
steam	51882	27566
Rail	51725	29434
Guitar	50429	24631
Market	49822	31357
Berkeley	49762	26336
Pop	49579	31465
Democrats	49207	33582
photography	48804	31548
friendly	48792	41861
Persian	48686	25933
Hindu	48495	26053
advantage	48480	42013
Coach	48176	25653
offensive	47916	28753
guard	47812	34649
markets	47753	35139
motor	47658	30570
Nation	47488	28158
licensed	47428	37991
factors	47190	33318
nomination	46728	32618
Representative	46670	31797
tournaments	46566	31759
Scotia	46354	18422
Golf	46081	21750
coaching	45850	29885
Exchange	45784	27695
produces	45429	39412
horror	44168	24955
Derby	43986	18746
romantic	43909	32039
Giants	43385	17295
Manager	43379	29829
Weekly	42566	33900
productions	42377	31730
golf	42237	24912
Teams	42172	30866
punk	42165	22925
photographs	41963	30717
Software	41640	23656
Producer	41497	23139
vocalist	41425	30482
Voice	40843	27517
Renaissance	40286	26358
relationships	39980	31946
Commercial	39875	30609
representatives	39748	32901
Sony	39439	22469
Motor	39423	23632
Syria	39386	19962
Democrat	39276	26715
Guardian	39234	28984
Mumbai	39171	18694
penalty	39064	25284
photographer	38907	26746
Facebook	38886	30180
Apple	38860	18079
sang	38691	26212
pioneer	38469	34710
Hindi	37861	22065
Marvel	37793	10931
Punjab	37686	17453
elementary	37334	28995
locomotive	37296	14208
Deep	37263	23414
novelist	37239	28219
Vocals	37022	16573
enzyme	37013	14146
sung	36913	26267
blues	36696	19594
coached	36483	27425
managing	36298	31825
Popular	35674	26111
manage	35554	31781
midfielder	35318	30307
Eurovision	35047	9523
regime	34318	26023
outdoor	34046	27512
Recording	34003	25077
Still	33960	26729
Train	33891	23242
defender	33249	28675
PlayStation	32881	11306
express	32868	25632
Novels	32843	23629
hole	32840	20105
liberal	32281	23481
sequel	32274	25137
sugar	32146	18320
AFL	32102	12058
Engineers	31640	19630
clean	31342	25568
Albany	31162	15583
Albania	31127	13492
mainstream	30898	26215
virtual	30823	18815
boxing	30799	15400
Photo	30497	24507
thriller	29215	18660
universe	29113	17980
chorus	29048	18152
sing	29032	22627
backed	28613	24433
drink	28394	20367
cricketer	28315	17362
queen	28297	17989
goalkeeper	28256	18529
manages	28087	24197
southwestern	28063	25811
Classification	27963	20824
AFC	27963	13617
Combat	27838	16036
Gospel	27834	14917
therapy	27499	14868
Amazon	27444	18116
performer	27362	22094
diesel	27149	16018
Obama	27100	13323
facebook	27069	23326
Lead	27057	18139
voiced	27029	13780
circulation	26349	17192
Talk	26277	17695
Scout	26209	9545
ESPN	25606	14102
Singer	25496	15855
putting	25006	23973
democracy	24794	17264
Cancer	24439	12492
Sugar	24323	14271
administrator	24299	21088
afternoon	24209	20375
boxer	23917	16472
Face	23880	15679
Highland	23878	13179
Indo	23674	13964
voices	23636	17076
democratic	23495	17693
premier	23473	20037
romance	23453	17667
Matches	23348	12429
Photography	22885	14457
trainer	22662	15587
Democracy	22618	14554
sprint	22266	13437
psychological	22266	16676
Wikipedia	22123	16161
Boxing	22102	12012
Geological	22047	16174
rough	21424	19193
virtually	21344	20538
congressional	21301	13770
Bombay	21034	11443
succeed	20731	19311
cello	20689	11419
sponsor	20653	16260
Collegiate	20600	14335
olympics	20543	19429
trophy	20393	14435
Produced	20155	14916
MIT	20002	11260
Tehran	19845	9334
photograph	19672	15417
Engine	19474	11987
marketed	19347	16241
striker	19192	15892
Papers	19059	15185
professionally	18915	18087
Scots	18895	11781
Congressional	18840	12488
VFL	18771	11913
Coaching	18607	16590
Galaxy	18573	8951
Geology	18485	13733
cameras	18444	10973
Virtual	18222	11900
likes	18196	16198
tobacco	18144	10059
Footballers	18131	16003
backup	18114	13157
rap	18061	12148
batsman	17704	13725
modeling	17589	11259
Arabian	17520	11194
rocky	17491	15577
Vocal	17316	10731
Sing	17123	10450
Motors	17023	9720
Steam	16805	10358
healthcare	16751	10542
Singers	16345	12736
Voices	16301	10386
collegiate	16300	13475
fitness	16127	11438
geology	16000	11574
Newspapers	15904	12375
offense	15839	10182
Coaches	15766	9276
sings	15754	12997
invaded	15751	13938
republic	15466	11503
investments	15323	11451
photographers	15276	9841
raced	15142	11135
Novel	15109	9867
harmony	15007	11660
apple	14997	9593
ballad	14921	10777
smoke	14907	10570
Passenger	14855	11373
diagnosis	14825	9863
arranger	14784	9739
prevention	14766	10937
Bollywood	14716	9777
trilogy	14398	9964
Newspaper	14365	11172
UC	14341	8178
2010	14175	13422
Congressman	14055	10164
Horror	13872	8890
imaging	13845	8200
photographic	13587	9820
tumor	13430	6748
natives	13394	10582
Print	13115	9162
2011	12908	12178
Cal	12897	7364
Photos	12829	11467
geological	12772	9752
lowland	12738	11418
Organ	12726	7588
bowler	12576	9108
Olympia	12571	6296
Chorus	12566	6436
monarch	12438	8913
Barack	12395	9406
Premiership	12369	7819
mit	12360	8766
Immigration	12312	7696
Trains	12307	8357
smoking	12274	8107
structured	12193	10289
throat	12192	9656
racer	12155	9802
berkeley	12113	7343
drinks	12071	8929
Persia	12001	7977
AL	11996	6146
modeled	11989	10889
Punk	11861	7163
retailers	11842	9131
premiership	11736	7103
Models	11688	8576
Races	11459	6864
IN	11424	7884
Monarch	11422	6701
Khorasan	11408	9011
Prevention	11290	8268
Romantic	11260	8586
photographed	11257	9270
Rap	11224	6846
backgrounds	11089	10186
HR	11070	6143
supernatural	11069	8610
winger	11023	9823
Scouting	11006	4646
processed	10923	9199
CC	10888	6172
privacy	10683	6694
Futebol	10649	5298
galaxy	10640	5104
Rep	10602	5572
supervisor	10511	8527
enzymes	10509	6268
Defensive	10376	6667
Trump	10168	3703
choral	10099	6817
concludes	10068	9412
Princes	10066	6891
motors	9751	6343
exchanges	9607	7291
Diesel	9546	5609
Sung	9461	5138
Panther	9380	5114
golfer	9354	7333
PS	9320	4877
Singing	9253	6935
geo	9124	7177
Olympiad	9096	4279
ISO/IEC 9075	1	1
refined	9065	8385
defenses	9056	7201
geologist	8903	7376
Buffy	8860	2202
Spiritual	8837	5993
invasive	8597	6115
Whig	8508	5402
geologic	8456	7523
Producers	8417	6877
eligibility	8409	6889
Locomotive	8302	4735
modelling	8209	5949
juice	8098	4775
Photographs	8074	6704
Tiffany	7947	4571
hostilities	7931	7273
programmer	7920	6172
frontman	7861	7078
mod	7812	4891
Sovereign	7653	4739
catalyst	7633	5477
aperture	7633	4996
Cricketers	7584	6086
Hillary	7575	4909
Markets	7513	5203
Caucus	7438	3904
kicking	7422	5668
HM	7329	5102
Justices	7259	5247
float	7191	5182
traction	7074	4792
header	7064	4857
Backing	7000	3803
Bey	6880	3142
marketplace	6828	5551
substrates	6807	5752
IS	6806	3517
Photographic	6782	4783
strokes	6748	4870
singer-songwriter	6619	6540
fronted	6579	5450
1995	6555	6202
beverage	6518	4771
communism	6380	4991
CM	6364	4061
Lokomotiv	6307	3144
Olympian	6283	4832
midfield	6264	5042
Defender	6193	4355
outdoors	6189	5591
Prem	6180	3314
Kindergarten	6121	4390
espn	6119	4249
justices	6093	4588
Managerial	6053	5358
Managers	6016	5209
LG	6016	2509
modelled	5960	5519
trainers	5928	4562
startup	5928	4600
india	5904	4685
Scotch	5874	3809
Voting	5698	4654
probation	5653	4124
olympic	5650	4954
tumors	5646	2868
Congresses	5589	4651
Intercollegiate	5564	3959
classifications	5534	4340
Started	5483	4554
Siam	5469	2929
SQL	5415	1894
sequels	5348	4697
Beyoncé	5284	2377
thematic	5236	4451
vocalists	5231	4631
managerial	5215	4490
Modeling	5208	3827
tabloid	5186	4237
Bharat	5165	3418
beverages	5158	3825
primaries	5107	3169
Sings	5074	3683
IR	5023	2786
Engines	5021	3749
simulated	4970	4039
Fútbol	4950	3526
ISIL	4907	1149
Elizabethan	4872	3911
fluids	4856	3408
fronts	4818	4302
congressman	4813	3986
1980	4805	4584
Gaga	4756	2121
catalytic	4738	2771
Imaging	4734	3330
Manipur	4715	1960
Scandal	4706	3719
entrepreneurship	4644	3338
Vocalist	4635	3011
renaissance	4569	4023
catalyzes	4553	4153
Isis	4543	2464
1982	4512	4249
PL	4498	2277
Koreans	4355	2330
1979	4290	4070
vegetarian	4280	3128
Photographer	4262	3150
Drink	4253	3319
harmonies	4225	3649
Alban	4165	2796
Cantor	4151	2247
INS	4136	1438
Delegate	4094	2845
Hind	4089	2728
subcontinent	4050	3353
apples	4020	2672
sporadic	3994	3718
VR	3985	1830
Referee	3946	2204
geologists	3932	3219
prequel	3924	3271
Scot	3898	2980
cancers	3838	2390
Locomotives	3766	2742
whisky	3728	1568
Premiers	3725	2735
Hindustani	3715	2204
Chosen	3701	2735
Tesla	3696	1676
Footballer	3696	2527
Trainer	3663	2661
Vox	3659	2143
squid	3617	1918
Goalkeeper	3586	2820
Persians	3572	2270
Soprano	3530	1848
intercollegiate	3458	2913
Scotsman	3457	2853
Smoking	3442	2290
Enzymes	3426	3337
motorized	3423	2799
Barclays	3397	2149
Traction	3396	2078
Racial	3378	2623
Futbol	3354	2559
Dem	3354	1596
Sequel	3341	3058
benign	3326	2628
ART	3296	2034
smoked	3235	2246
debating	3199	2600
codified	3182	2777
racially	3170	2805
ISO 3166 1 in	1	1
ISO 3166 1 In	4	4
keyword	3165	2336
Herself	3157	1612
premiers	3134	2484
Passengers	3126	2719
Olympians	3109	2359
Hindustan	3060	2168
malignant	3048	2209
jurists	3016	2651
Pyongyang	2987	1528
enzymology	2980	2973
malt	2892	1533
FB	2854	1805
primer	2845	2003
NCIS	2834	1431
Photographers	2790	2088
IND	2752	1176
Invasive	2732	1805
scotland	2664	2191
OG	2644	1107
Geologic	2594	2087
Mizoram	2551	1079
wikipedia	2550	1992
greens	2539	1972
Lowland	2524	1674
startups	2507	1714
Stefani	2507	1144
IOS	2488	2062
CERN	2442	1194
KR	2417	1339
ISIS	2400	1242
rocker	2375	1947
oncology	2363	1618
Whisky	2318	1286
Berkley	2285	1436
inhibited	2274	2003
foreigner	2246	2034
photographing	2208	1902
footballing	2208	2039
poppy	2162	1368
Kindle	2150	1292
Produce	2148	1502
Striker	2138	1414
sugars	2127	1445
Apples	2124	1455
Ind	2089	1246
Irani	2075	1193
harmonious	2061	1925
date=November 2016	2	2
Eurovision 2009	85	72
NCIS 2003 present	1	1
Eurovision 2000	14	14
SQL. 1999	20	19
Iranians	1999	1262
indian	1998	1706
democratically	1980	1879
Beverage	1980	1420
Eurovision 1974	4	3
vegan	1962	1267
Korea 1953	30	28
Korea 1952 53	3	3
Korea 1951 53	5	5
Korea 1951 52	5	5
Korea 1951 1953	2	2
KOREA 1951 1953	1	1
Korea 1950–53	1	1
Korea 1950-53	1	1
Korea 1950 53	6	6
Korea 1950 1953	35	29
esc	1933	1599
SCO	1931	815
Fußball	1931	1392
coda	1929	1439
Modelling	1913	1592
POP	1864	1295
rocking	1851	1607
PS2	1845	996
Debating	1833	1119
Skype	1809	1078
Producing	1805	1620
melanoma	1801	996
2000–01	1793	1696
ulcer	1757	1194
Mit	1756	1447
scottish	1753	1526
thistle	1698	845
Confirmed	1695	1205
Startup	1666	1084
rockers	1662	1471
gridiron	1605	1404
Jacksonian	1570	946
Rake	1567	1055
rake	1559	1157
collegiately	1548	1499
Scorecards	1535	507
ESC	1535	838
enzymatic	1530	1244
cantor	1519	1032
putt	1514	922
democrats	1507	1174
scramble	1488	1301
24	1481	1297
futbol	1468	1220
bikini	1464	1040
cephalopod	1463	1224
Cricketer	1451	1114
cricketing	1441	1280
1996–97	1425	1342
Vegetarian	1422	811
penicillin	1399	862
dailies	1380	1111
smokers	1340	772
Stocks	1328	895
Drinks	1325	949
iran	1321	974
pops	1319	1175
Congresswoman	1293	1095
Indio	1281	811
smoker	1269	1099
ESPN2	1258	801
democracies	1256	931
Rocking	1228	916
Exchanges	1201	939
cephalopods	1198	860
ncaa	1190	895
MUSIC	1166	831
Coached	1164	995
supercharger	1159	615
Footy	1132	716
scorecards	1123	897
geologically	1115	1043
supermodel	1100	940
cancerous	1099	899
Economists	1091	882
Congressmen	1089	1005
CAL	1086	528
Fussball	1081	734
democrat	1076	983
democratization	1068	923
Beverages	1063	789
ROCK	1061	800
Bharata	1054	579
ROK	1052	475
Vegan	1051	512
Bharath	1038	582
trainsets	1031	568
Enz	1027	464
korea	1026	839
Geologists	1011	797
Gridiron	1007	709
Malus	1006	569
Leia	963	402
Rewari	956	402
golfing	947	827
Olympiads	917	695
neoplasms	905	456
Sequels	867	849
Geologically	866	852
newsprint	865	653
DPRK	862	432
congressmen	856	758
Geologist	842	669
carcinogenic	839	662
Indic	837	524
Backed	823	801
Apo	808	459
disney	794	585
cuttlefish	789	523
mannequin	786	566
Kashan	783	392
Geosciences	781	604
Enzyme	774	595
UCB	762	395
hindi	750	614
boeing 747	4	4
IRI	747	371
Boeing 747–436	2	2
Boeing 747–300	1	1
Boeing 747–200	4	4
Boeing 747–136	1	1
Boeing 747–122	1	1
Boeing 747–100	2	2
Boeing 747SR 46	1	1
Boeing 747SR	2	1
Boeing 747SP	69	54
Boeing 747F-200	1	1
Boeing 747F	2	2
Boeing 747-SP	2	1
Boeing 747-8I	1	1
Boeing 747-8	38	33
Boeing 747-4B5	1	1
Boeing 747-481D	2	2
Boeing 747-400F	16	15
Boeing 747-400BCF	2	2
Boeing 747-400	167	149
Boeing 747-312	1	1
Boeing 747-300SF	1	1
Boeing 747-300F	1	1
Boeing 747-300	23	21
Boeing 747-287B	2	2
Boeing 747-283B	3	3
Boeing 747-283	1	1
Boeing 747-269B(SF)	1	1
Boeing 747-258F	2	2
Boeing 747-249F	1	1
Boeing 747-247F	1	1
Boeing 747-246B	1	1
Boeing 747-244B Combi	1	1
Boeing 747-238B	2	2
Boeing 747-237B	4	4
Boeing 747-230B	2	2
Boeing 747-227B	2	2
Boeing 747-212B	1	1
Boeing 747-206B	3	3
Boeing 747-200SF	2	2
Boeing 747-200F	22	21
Boeing 747-200C	3	3
Boeing 747-200B Combi	1	1
Boeing 747-200B	16	15
Boeing 747-200	64	58
Boeing 747-146	1	1
Boeing 747-143	1	1
Boeing 747-133	1	1
Boeing 747-131	1	1
Boeing 747-128	1	1
Boeing 747-123F	1	1
Boeing 747-121	5	5
Boeing 747-100SF	1	1
Boeing 747-100F	2	2
Boeing 747-100B	1	1
Boeing 747-100	24	24
Boeing 747 cargo	13	12
Boeing 747 SP	5	5
Boeing 747 Freighter	1	1
Boeing 747 F	1	1
Boeing 747 Combi	1	1
Boeing 747 Classic	1	1
Boeing 747 8	19	16
Boeing 747 48EF	1	1
Boeing 747 438	1	1
Boeing 747 436	2	2
Boeing 747 400F	10	9
Boeing 747 400ERF	3	2
Boeing 747 400BCF	2	2
Boeing 747 400	69	56
Boeing 747 300	6	6
Boeing 747 2R7F	2	2
Boeing 747 2B5F	1	1
Boeing 747 249F	1	1
Boeing 747 244B Combi	1	1
Boeing 747 244B	2	1
Boeing 747 238B	1	1
Boeing 747 230	1	1
Boeing 747 212B	1	1
Boeing 747 206B	1	1
Boeing 747 200s	3	3
Boeing 747 200F	2	2
Boeing 747 200Bs	1	1
Boeing 747 200B	10	6
Boeing 747 200 Combi	1	1
Boeing 747 200	36	32
Boeing 747 131	2	2
Boeing 747 130	1	1
Boeing 747 123	2	2
Boeing 747 121	5	4
Boeing 747 100s	1	1
Boeing 747 100SF	1	1
Boeing 747 100B	1	1
Boeing 747 100	14	14
Boeing 747	1710	1139
B 747	6	6
 Boeing 747-200B	1	1
fútbol	743	521
Startups	728	541
MacBook	721	303
Ps	719	387
KING	714	480
eurovision	696	630
vox	694	484
PS1	687	517
obama	659	568
Risorgimento	655	504
INDIA	648	558
smokes	635	576
malignancy	633	495
malignancies	625	484
sql	624	533
Bourse	620	428
Scooby-Doo	616	540
bollywood	609	500
vocalization	600	449
ESPN.com	598	561
Cancri	595	151
anticancer	590	485
Golfer	590	460
Frontman	590	576
Perse	587	395
Campbeltown	583	287
Locomotion	575	451
trainset	563	355
futebol	544	436
undemocratic	541	516
DEM	530	295
Harmonies	512	414
singer/songwriter	511	508
rok	511	392
Primaries	508	453
Geol	507	401
cameramen	500	436
747 500X	2	2
Indi	494	273
sugary	467	421
SCT	467	278
Smokers	466	298
Pix	460	294
Flav	457	205
EPL	451	232
iranian	449	354
mannequins	447	326
Smoker	445	278
Photographed	443	405
Democracies	442	333
catalysed	436	366
rakes	434	362
sweeteners	429	311
Vocalists	420	371
virtualized	418	280
neoplastic	404	327
K-12	403	400
cern	402	252
747 400	288	206
Hindi-language	396	395
PS4	393	261
Geologie	389	319
scotch	379	327
GAMES	379	266
Popstar	378	261
player-coach	377	368
frontwoman	376	353
footy	374	312
RACE	373	221
footballs	367	252
carcinogenesis	364	281
Zucchero	363	220
Modeled	363	335
Eurosong	358	190
geoscience	355	251
prequels	354	317
Toke	353	227
Ncaa	352	243
playstation	345	256
bharat	344	279
Hend	334	186
whiskies	332	197
Beyonce	325	261
Sangar	321	206
Cephalopods	320	283
Dems	315	232
Cephalopod	315	269
Democratization	312	256
men's	311	310
Golfing	311	255
?	310	237
Produces	308	256
Perso	302	222
747 300	40	31
indo	299	242
PRK	298	164
congresswoman	296	269
Cephalopoda	295	262
post-war	293	291
IRN	291	195
democratisation	288	264
veganism	286	201
Kine	284	174
starwars	283	245
spokesmodel	282	250
groundsman	281	248
geol	272	250
isis	270	219
dextrose	269	193
cantors	252	176
Queen's	249	241
Seeb	244	121
eXchange	237	182
geosciences	236	199
Playstation	236	189
747 236B	1	1
vegans	233	177
Photographing	233	197
MODEL	233	147
photographically	229	222
supermodels	225	194
popstar	220	198
Cricketing	220	203
co-production	219	218
Grundschule	217	149
kindle	216	201
Scotsmen	215	185
specificity	214	147
enzymatically	211	197
rockstar	210	196
Sugars	210	169
B747 200	3	1
747 200F	26	24
747 200C	3	3
747 200	117	96
rockier	199	193
Penicillin	199	154
INDIAN	197	166
collegian	194	180
Footballing	190	190
democratize	183	175
FOOTBALL	183	146
QEII	181	141
Apple's	181	177
M.I.T.	180	176
invasiveness	179	156
Disney's	178	174
novelistic	177	173
KOREA	176	118
TRAIN	175	111
IRAN	171	116
Scoto	170	147
Railroading	166	120
Creag	166	104
Modelled	165	158
Enzymatic	165	133
MİT	161	63
Manages	161	127
D.	161	135
photographies	160	129
PoP	160	89
Bolly	160	86
collegiality	158	135
Cancers	157	118
Iranian-American	155	152
COACH	154	94
Racially	152	137
olympian	148	142
Veganism	147	130
FaceBook	146	131
centre-half	145	133
poppier	141	140
Irn	140	85
PLAYERS	139	129
PRODUCTION	138	102
penicillins	129	80
start-up	126	126
Virtuality	121	81
747 121	11	11
rock'n'roll	120	113
holoenzyme	120	82
Voc	120	76
POPS	120	58
OneDrive	118	77
frontmen	117	113
co-producer	115	103
747s	115	90
Metastatic	113	88
rabi	112	91
747	111	110
StartUp	109	57
hillary	108	84
sugared	107	93
gaga	105	83
Beezy	102	52
simulacra	101	71
virtuality	100	52
747 100s	3	3
747 100B	2	2
747 100	59	52
dprk	97	85
DAILY	95	64
OLYMPIC	93	79
Malignancy	93	73
MOTOR	93	59
SQL 92	15	11
England's	92	92
APPLE	92	70
pro-democracy	91	83
Renascence	91	75
Daish	90	41
skype	89	64
olympians	89	81
PRIMARY	88	70
subsurface	87	48
MARKET	84	71
singer–songwriter	83	81
democratized	83	78
SANG	80	38
GaGa	78	64
Macbook	77	62
India's	77	74
PRODUCTIONS	76	58
PREMIER	75	48
PHOTOS	75	69
Photographies	73	63
indya	72	60
SCOTLAND	72	63
H.R.	72	55
Enzymology	71	55
VOICES	70	63
SOCCER	69	64
CRICKET	69	51
twin-engine	68	68
Daesh	68	55
Irān	67	61
GRANT	67	64
GOLF	67	52
SUGAR	65	39
ASUC	64	28
pop/rock	62	57
Vegans	62	44
CEPHALOPODA	62	62
geoscientist	60	56
footbal	60	57
co-produced	60	59
barack	60	57
Rawk	59	49
Collegiately	57	57
the 56th annual Eurovision Song Contest	1	1
Rep.	56	56
Lamka	56	28
ENZ	56	44
wicketkeeping	55	54
coenzymes	54	39
Prequels	54	52
B747	54	41
Germanotta	53	26
GeO	53	18
bama	52	44
Photographics	52	49
Disneys	52	32
VIRTUAL	51	44
Prince's	51	49
olf	49	39
ndia	49	43
PoPs	49	30
BAMA	49	37
NOVEL	48	42
StarWars	47	39
start-ups	46	44
apoprotein	46	41
MODELS	46	41
Fakebook	46	38
Espn	46	41
SINGER	45	36
PHOTOGRAPHY	45	36
FACEBOOK	45	44
DEMOCRATIC	45	41
BACKGROUND	45	41
VOCALS	44	10
Penicillins	44	42
Obama 44	2	2
ENGINE	44	38
democratising	43	42
chanteuse	43	41
GAGA	42	36
tumoral	41	35
irani	41	38
Scotland's	41	41
FUTEBOL	41	38
Congresswomen	41	36
Cern	41	35
Top 40 Pop	121	117
Pop/Top 40	1	1
CATALYST	40	23
SCOTTISH	39	34
DEMOCRACY	39	35
TESLA	38	24
Scottland	38	13
NCAA's	38	36
V.	37	33
Malignancies	37	32
BERKELEY	37	32
persia	36	30
Cancerous	36	35
Starwars	35	24
Iran's	35	35
Fb	35	31
pumila	34	33
NDIA	34	26
beyonce	33	28
barackobama	33	28
americanfootball	33	27
REPRESENTATIVE	33	33
NEWSPAPER	33	28
ncis	32	26
enzymic	32	27
behind	32	23
UC-Berkeley	32	32
HORROR	32	28
CANCER	32	25
enz	31	28
Novelistic	31	31
ESPN's	31	30
Bhārata	31	19
popmusic	30	28
isil	30	28
M.I.T	30	29
romcom	29	27
Footie	29	28
Yindu	28	14
SEQUEL	28	11
RoK	28	17
cantaor	27	23
bolly	27	20
KOR	27	18
IrAn	27	10
(D)	27	21
fairways	26	21
bumming	26	26
Trainsets	26	23
Sugary	26	22
OLYMPIANS	26	26
Eurovison	26	23
DRINK	26	22
subquery	25	9
Democratically	25	25
CHORAL	25	15
6 25 War	1	1
bourse	24	20
Tenjiku	24	17
PRODUCE	24	19
supernatural 23.7horror	1	1
creag	23	16
GeoSciences	23	16
Frontwoman	23	23
